id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day;quarter_start_date;m2_price_gob;lat_final;lon_final
188186;-58.4156868827;-34.5968417153;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;42.0;39.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;6;20;2020;6;20;2;3923.8013271736745;-34.5968417153;-34.5968417153
438777;-58.4102634;-34.5927397;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;78.0;71.0;;USD;Departamento;other;other;other;other;2019;11;16;2019;12;23;4;0.0;-34.5927397;-34.5927397
541614;-58.4093541;-34.5871274;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;15;9999;12;31;2;3744.941017688023;-34.5871274;-34.5871274
691790;-58.421008;-34.608248;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;52.0;48.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;12;2019;10;16;4;3145.2527349928964;-34.608248;-34.608248
255370;-60.6536404;-32.9489362;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2019;12;19;9999;12;31;4;0.0;-34.6075682;-58.4370894
480579;-58.4289662949;-34.6040128152;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;37.0;33.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;18;2019;11;2;4;3145.2527349928964;-34.6040128152;-34.6040128152
287045;-58.395255;-34.586661;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;;;;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;6;23;2020;7;13;2;3923.8013271736745;-34.586661;-34.586661
555251;-58.40450668;-34.58651733;Argentina;Capital Federal;Recoleta;sin_info;2.0;;1.0;77.0;77.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;11;29;2020;6;2;4;4028.3176724417417;-34.58651733;-34.58651733
619086;-58.4312146823;-34.573376479;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;56.0;46.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;19;9999;12;31;1;3834.6405277128156;-34.573376479;-34.573376479
841234;-58.442474;-34.598395;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;35.0;35.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;3;7;2020;4;1;1;3153.2079320597763;-34.598395;-34.598395
371458;-58.385343;-34.6018623;Argentina;Capital Federal;Tribunales;sin_info;2.0;1.0;1.0;45.0;45.0;;USD;Departamento;other;other;other;other;2020;4;4;9999;12;31;2;0.0;-34.6018623;-34.6018623
35877;-58.4183102;-34.6033231;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;2.0;51.0;47.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;6;22;2020;6;27;2;3175.9177624488034;-34.6033231;-34.6033231
878718;-58.4473268;-34.5668712;Argentina;Capital Federal;Belgrano;sin_info;3.0;;2.0;78.0;78.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;13;2019;11;14;4;3999.4417464053645;-34.5668712;-34.5668712
659598;-58.4412092;-34.5967584;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;50.0;50.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;24;2020;2;11;1;3153.2079320597763;-34.5967584;-34.5967584
438259;-58.4548468747;-34.6072258673;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;PH;Centro;Comuna 15;other;other;2019;11;16;2019;12;23;4;3136.0511595221365;-34.6072258673;-34.6072258673
435490;-57.964296;-34.897849;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;8;8;2019;9;12;3;0.0;-34.897849;-34.897849
332204;-58.43853;-34.612961;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;13;9999;12;31;2;3245.6235781903574;-34.612961;-34.612961
521795;-58.475031;-34.633663;Argentina;Capital Federal;Floresta;sin_info;3.0;2.0;1.0;69.0;69.0;;USD;Departamento;Oeste;Comuna 10;other;other;2019;8;5;2019;8;19;3;0.0;-34.633663;-34.633663
364333;-58.375822;-34.633693;Argentina;Capital Federal;Barracas;sin_info;3.0;2.0;1.0;63.0;64.0;;USD;Departamento;Sur;Comuna 4;other;other;2020;2;9;2020;4;1;1;0.0;-34.633693;-34.633693
255400;-58.4206565;-34.6018039;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;62.0;46.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;19;2019;12;23;4;3145.2527349928964;-34.6018039;-34.6018039
47307;-58.4068814808;-34.5891874094;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;77.0;77.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;11;2019;12;5;4;3873.022431225748;-34.5891874094;-34.5891874094
192470;-58.420832;-34.583007;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;5;9999;12;31;2;3744.941017688023;-34.583007;-34.583007
298141;-58.3754615;-34.633875;Argentina;Capital Federal;Barracas;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Sur;Comuna 4;other;other;2020;1;26;2020;1;26;1;0.0;-34.633875;-34.633875
985852;-58.4343885767;-34.5675763742;Argentina;Capital Federal;Las Cañitas;sin_info;2.0;1.0;1.0;61.0;36.0;;USD;Departamento;other;other;Las Cañitas;other;2019;8;1;2019;8;14;3;0.0;-34.5675763742;-34.5675763742
577970;-58.4198356;-34.5905277;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;82.0;65.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;13;2019;8;14;3;3902.1896178093994;-34.5905277;-34.5905277
121827;-58.3845041;-34.5929307;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;100.0;89.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;7;3;2020;7;25;3;3492.479975390731;-34.5929307;-34.5929307
231471;-58.4690047;-34.5407441;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;2.0;118.0;106.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;10;20;2019;12;23;4;0.0;-34.5407441;-34.5407441
315877;-58.4380608302;-34.6010704781;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;91.0;86.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;21;2020;6;1;2;3051.8708736518493;-34.6010704781;-34.6010704781
138256;-58.4615103;-34.6197918;Argentina;Capital Federal;Floresta;sin_info;3.0;;;;58.0;;USD;Departamento;Oeste;Comuna 10;other;other;2019;7;15;2019;7;16;3;0.0;-34.6197918;-34.6197918
606349;-58.4150855;-34.5962803;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;48.0;45.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;14;2019;9;17;3;3902.1896178093994;-34.5962803;-34.5962803
231351;-58.4477355791;-34.5955966314;Argentina;Capital Federal;Chacarita;sin_info;2.0;1.0;1.0;41.0;41.0;;USD;PH;Centro;Comuna 15;other;other;2019;10;20;2019;11;6;4;0.0;-34.5955966314;-34.5955966314
287561;-58.3925719;-34.6264023;Argentina;Capital Federal;San Cristobal;sin_info;3.0;2.0;;;;;USD;Departamento;Este;Comuna 3;other;other;2020;6;23;9999;12;31;2;0.0;-34.6264023;-34.6264023
583488;-58.443871;-34.630606;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;1.0;1.0;55.0;49.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;2;15;2020;2;16;1;2867.12656974448;-34.630606;-34.630606
450510;-57.9493170809;-34.9054900109;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;1.0;48.0;48.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;21;9999;12;31;1;0.0;-34.9054900109;-34.9054900109
102034;-58.4059004;-34.5871135;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;9;3;2019;9;4;3;4116.736735495754;-34.5871135;-34.5871135
464308;-58.4013683;-34.6222997;Argentina;Capital Federal;San Cristobal;sin_info;2.0;1.0;1.0;42.0;41.0;;USD;Departamento;Este;Comuna 3;other;other;2019;7;4;2019;7;15;3;0.0;-34.6222997;-34.6222997
272737;-58.475779;-34.5677878;Argentina;Capital Federal;Coghlan;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;14;2020;8;4;2;3134.8706337661997;-34.5677878;-34.5677878
746982;-58.453347;-34.620213;Argentina;Capital Federal;Caballito;sin_info;2.0;2.0;1.0;45.0;45.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;11;1;2019;11;4;4;3426.100855601055;-34.620213;-34.620213
171685;-58.3900997;-34.6168288;Argentina;Capital Federal;Monserrat;sin_info;2.0;1.0;1.0;39.0;39.0;;USD;Departamento;Este;Comuna 1;other;other;2020;5;12;9999;12;31;2;0.0;-34.6168288;-34.6168288
439032;-58.4133277547;-34.5785228606;Argentina;Capital Federal;Palermo;Palermo Chico;3.0;3.0;2.0;91.0;83.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2019;11;16;2020;1;17;4;3873.022431225748;-34.5785228606;-34.5785228606
47089;-58.4462081;-34.572672;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;41.0;41.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;11;2020;5;4;4;3999.4417464053645;-34.572672;-34.572672
899353;-58.427461;-34.604351;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;12;2020;9;22;3;2964.0814193626893;-34.604351;-34.604351
847289;-58.4357963;-34.6016593;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;68.0;52.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;3;9999;12;31;3;3231.277016852641;-34.6016593;-34.6016593
507377;-58.440212;-34.618424;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;11;2020;6;27;1;3287.4493983760863;-34.618424;-34.618424
659212;-58.4225652442;-34.5891051595;Argentina;Capital Federal;Palermo;Palermo Soho;2.0;1.0;1.0;52.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;24;2020;2;11;1;3834.6405277128156;-34.5891051595;-34.5891051595
639018;-58.498262;-34.627433;Argentina;Capital Federal;Velez Sarsfield;sin_info;2.0;1.0;1.0;59.0;42.0;;USD;PH;other;other;other;other;2020;2;21;2020;4;1;1;0.0;-34.627433;-34.627433
394427;-58.45803;-34.567114;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;7;2020;1;18;1;3894.8593746406755;-34.567114;-34.567114
272806;-58.3965419;-34.6118473;Argentina;Capital Federal;Congreso;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2020;5;14;2020;5;14;2;0.0;-34.6118473;-34.6118473
62752;-58.481705;-34.570154;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;41.0;39.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;12;2;2020;8;27;4;0.0;-34.570154;-34.570154
743131;-58.4328099305;-34.601567889;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;48.0;42.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;6;30;2020;7;15;2;3051.8708736518493;-34.601567889;-34.601567889
2150;-58.453453;-34.5966;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;41.0;36.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;26;2019;9;3;3;3231.277016852641;-34.5966;-34.5966
255080;-58.4225652442;-34.5891051595;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;52.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;19;2019;12;23;4;3873.022431225748;-34.5891051595;-34.5891051595
263564;-58.397347;-34.613151;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;56.0;56.0;;USD;Departamento;Este;Comuna 3;other;other;2019;11;18;2019;12;2;4;2794.6819180997104;-34.613151;-34.613151
549979;-58.439884;-34.588245;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;72.0;56.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;9;2019;12;11;4;3873.022431225748;-34.588245;-34.588245
178164;-58.41797;-34.60381;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;53.0;46.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;8;2020;5;20;2;3175.9177624488034;-34.60381;-34.60381
640771;-58.4319377;-34.5740724;Argentina;Capital Federal;Las Cañitas;sin_info;3.0;2.0;2.0;72.0;64.0;;USD;Departamento;other;other;Las Cañitas;other;2020;2;21;2020;2;22;1;0.0;-34.5740724;-34.5740724
532725;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;30;9999;12;31;1;0.0;-34.6075682;-58.4370894
51618;-58.4723123729;-34.5798985157;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;45.0;45.0;;USD;PH;Norte;Comuna 12;other;other;2019;11;3;2019;11;17;4;0.0;-34.5798985157;-34.5798985157
157398;-58.439268;-34.598574;Argentina;Capital Federal;Palermo;sin_info;3.0;;2.0;85.0;73.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;7;30;2020;3;12;3;3902.1896178093994;-34.598574;-34.598574
54974;-58.378619;-34.595433;Argentina;Capital Federal;Retiro;sin_info;3.0;2.0;1.0;40.0;40.0;;USD;Departamento;Este;Comuna 1;other;other;2019;7;28;2019;8;21;3;0.0;-34.595433;-34.595433
438785;-58.3765628;-34.607053;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;87.0;73.0;;USD;Departamento;other;other;other;other;2019;11;16;2019;12;23;4;0.0;-34.607053;-34.607053
338016;-58.4301434;-34.6013644;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;2.0;78.0;70.0;;USD;Departamento;other;other;other;other;2020;4;11;2020;4;16;2;0.0;-34.6013644;-34.6013644
521503;-58.403297;-34.587221;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;85.0;74.0;;USD;Departamento;other;other;other;other;2019;8;5;2019;8;17;3;0.0;-34.587221;-34.587221
743056;-57.9853774565;-34.9254920361;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;52.0;52.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;6;30;2020;8;28;2;0.0;-34.9254920361;-34.9254920361
879372;-58.3834805185;-34.5916552;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;128.0;128.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;11;13;2019;12;23;4;4028.3176724417417;-34.5916552;-34.5916552
391583;-58.4553959;-34.5677571;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;2.0;140.0;80.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;5;2020;1;24;1;3492.45183255526;-34.5677571;-34.5677571
497438;-58.4383998;-34.5541903;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;2.0;115.0;103.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;12;12;2019;12;23;4;3999.4417464053645;-34.5541903;-34.5541903
255251;-58.361591;-34.610576;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;1.0;1.0;75.0;75.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;12;19;2020;6;27;4;0.0;-34.610576;-34.610576
13612;-58.4810577;-34.6098867;Argentina;Capital Federal;Villa Santa Rita;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;PH;Oeste;Comuna 11;other;other;2020;5;23;2020;6;1;2;0.0;-34.6098867;-34.6098867
148521;-58.4641205;-34.6390096;Argentina;Capital Federal;Flores;sin_info;3.0;;1.0;108.0;108.0;;USD;PH;Centro;Comuna 7;other;other;2019;8;14;2020;2;11;3;2822.369474862677;-34.6390096;-34.6390096
332339;-58.3615133;-34.6132611;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;2.0;4.0;170.0;166.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2020;5;13;9999;12;31;2;0.0;-34.6132611;-34.6132611
406298;-58.4332502;-34.6157426;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;7;18;9999;12;31;3;3135.585264705135;-34.6157426;-34.6157426
616373;-58.4249008;-34.5853808;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;72.0;62.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;11;2019;9;13;3;3902.1896178093994;-34.5853808;-34.5853808
987484;-58.3662387;-34.6098446;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;2.0;2.0;98.0;98.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;8;1;2019;8;14;3;0.0;-34.6098446;-34.6098446
307614;-58.4328099305;-34.601567889;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;48.0;42.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;2;2020;1;17;1;3153.2079320597763;-34.601567889;-34.601567889
185781;-58.4292266;-34.5774697;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;;1.0;49.0;34.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2019;11;15;2019;11;28;4;3873.022431225748;-34.5774697;-34.5774697
287432;;;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;3.0;156.0;156.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;6;23;2020;6;27;2;3245.6235781903574;-34.6200773;-58.4424893
494170;-58.4687635;-34.5633658;Argentina;Capital Federal;Coghlan;sin_info;2.0;1.0;1.0;101.0;44.0;;USD;PH;Norte;Comuna 12;other;other;2020;7;20;9999;12;31;3;0.0;-34.5633658;-34.5633658
106236;-58.428692;-34.612553;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;70.0;65.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;9;17;9999;12;31;3;3123.5529113949997;-34.612553;-34.612553
142109;-58.5047423976;-34.5856023373;Argentina;Capital Federal;Villa Pueyrredón;sin_info;2.0;1.0;1.0;52.0;49.0;;USD;Departamento;other;other;other;other;2019;9;1;2019;9;4;3;0.0;-34.5856023373;-34.5856023373
293991;;;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;78.0;62.0;;USD;Departamento;other;other;other;other;2020;7;25;2020;7;29;3;0.0;-34.5927233;-58.4023659
878980;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;;;;;USD;Departamento;other;other;other;other;2019;11;13;2020;5;14;4;0.0;-34.6075682;-58.4370894
577944;-58.411152;-34.5783119;Argentina;Capital Federal;Palermo;Palermo Chico;3.0;2.0;;104.0;92.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2019;8;13;2020;1;17;3;3902.1896178093994;-34.5783119;-34.5783119
985104;-58.426984115;-34.5995931048;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;66.0;50.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;1;2019;8;14;3;3123.5529113949997;-34.5995931048;-34.5995931048
415372;-58.41716385;-34.58697891;Argentina;Capital Federal;Palermo;sin_info;2.0;;1.0;50.0;48.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;28;2020;8;1;4;3873.022431225748;-34.58697891;-34.58697891
235699;-57.970814;-34.922996;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;2;9999;12;31;4;0.0;-34.922996;-34.922996
231416;-58.4422322;-34.5933706;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;52.0;46.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;20;2019;11;6;4;3136.0511595221365;-34.5933706;-34.5933706
378270;-58.40705296;-34.5885765551;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;47.0;40.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;12;27;2020;1;8;4;4028.3176724417417;-34.5885765551;-34.5885765551
937532;-58.3941946;-34.5997535;Argentina;Capital Federal;Monserrat;sin_info;2.0;1.0;1.0;32.0;32.0;;USD;Departamento;Este;Comuna 1;other;other;2020;4;9;2020;8;26;2;0.0;-34.5997535;-34.5997535
274299;-58.414135;-34.61562;Argentina;Capital Federal;Almagro;sin_info;3.0;;2.0;;;;USD;PH;Centro;Comuna 5;other;other;2020;6;25;2020;6;26;2;3175.9177624488034;-34.61562;-34.61562
467693;-58.4301594;-34.6029107;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;33.0;33.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;13;9999;12;31;3;2964.0814193626893;-34.6029107;-34.6029107
985657;-58.4501704;-34.587005;Argentina;Capital Federal;Chacarita;sin_info;2.0;1.0;1.0;44.0;44.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;1;2019;8;14;3;0.0;-34.587005;-34.587005
660020;-58.4134787;-34.5835156;Argentina;Capital Federal;Palermo;Palermo Chico;3.0;2.0;3.0;90.0;84.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2020;1;24;2020;2;13;1;3834.6405277128156;-34.5835156;-34.5835156
112569;-58.502897;-34.609237;Argentina;Capital Federal;Villa Devoto;sin_info;2.0;1.0;1.0;66.0;49.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;11;10;2019;11;12;4;3012.8908090368027;-34.609237;-34.609237
825823;-58.513917442;-34.6070268511;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Oeste;Comuna 11;other;other;2020;4;8;9999;12;31;2;3055.437696701247;-34.6070268511;-34.6070268511
308332;-58.4148747;-34.6108735;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;50.0;50.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;2;2020;8;10;1;3128.8662553727586;-34.6108735;-34.6108735
438667;-58.4151619;-34.5858474;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;63.0;57.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;16;2019;12;23;4;3873.022431225748;-34.5858474;-34.5858474
659755;-60.654962;-32.9623484;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2020;1;24;9999;12;31;1;0.0;-34.6075682;-58.4370894
616428;-57.988746;-34.937989;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;San Carlos;3.0;2.0;1.0;95.0;75.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;9;11;2019;9;14;3;0.0;-34.937989;-34.937989
325786;-58.421648433;-34.5885969931;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;66.0;59.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;30;2020;4;3;1;3834.6405277128156;-34.5885969931;-34.5885969931
406612;-58.4556352;-34.5670314;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;60.0;56.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;7;18;9999;12;31;3;3673.8018179977926;-34.5670314;-34.5670314
567647;-58.4260864;-34.5977249;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2019;12;5;2020;5;15;4;3136.0511595221365;-34.5977249;-34.5977249
964255;-58.5057331;-34.6183291;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;;1.0;50.0;;;USD;PH;Oeste;Comuna 11;other;other;2019;9;12;2019;11;15;3;0.0;-34.6183291;-34.6183291
676425;-58.3767811;-34.6244699;Argentina;Capital Federal;San Telmo;sin_info;3.0;;2.0;77.0;;;USD;PH;Este;Comuna 1;other;other;2019;12;20;2020;5;18;4;0.0;-34.6244699;-34.6244699
824128;-58.3769001;-34.624859;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;52.0;46.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;4;8;2020;4;16;2;3245.6235781903574;-34.624859;-34.624859
792053;-58.4056785;-34.57731;Argentina;Capital Federal;Palermo;sin_info;3.0;3.0;1.0;69.0;57.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;5;2020;7;23;1;3834.6405277128156;-34.57731;-34.57731
937517;-58.3941946;-34.5997535;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;32.0;32.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;4;9;2020;8;26;2;3923.8013271736745;-34.5997535;-34.5997535
250670;;;Argentina;Capital Federal;sin_info;sin_info;3.0;3.0;2.0;;;;USD;Departamento;other;other;other;other;2020;1;16;2020;7;15;1;0.0;-34.6075682;-58.4370894
298953;-58.4553471;-34.552829;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;48.0;45.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;26;2020;2;13;1;3894.8593746406755;-34.552829;-34.552829
349533;-58.4226434;-34.6169167;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;42.0;38.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;26;2019;12;23;4;3145.2527349928964;-34.6169167;-34.6169167
241977;-58.4305;-34.6003;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;50.0;50.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;31;2020;8;10;1;3128.8662553727586;-34.6003;-34.6003
591129;-58.49863434;-34.64826202;Argentina;Capital Federal;Mataderos;sin_info;2.0;;2.0;75.0;65.0;;USD;Departamento;Oeste;Comuna 9;other;other;2020;3;10;2020;7;28;1;2795.5212594094796;-34.64826202;-34.64826202
279441;-58.4133771213;-34.5972708121;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;30.0;30.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;20;2019;9;1;3;3902.1896178093994;-34.5972708121;-34.5972708121
406222;-58.4394148;-34.5883129;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;2.0;56.0;56.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;18;2020;8;13;3;3575.1415891207776;-34.5883129;-34.5883129
631151;-58.35975266;-34.63257217;Argentina;Capital Federal;Boca;sin_info;2.0;;1.0;66.0;65.0;;USD;Departamento;other;other;other;other;2020;2;14;2020;9;23;1;0.0;-34.63257217;-34.63257217
44640;-58.4526122;-34.6060505;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;80.0;80.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;7;2;9999;12;31;3;3135.585264705135;-34.6060505;-34.6060505
