id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day;quarter_start_date;m2_price_gob
871164;-58.457403;-34.568134;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;3;4;9999;12;31;1;3894.8593746406755
124542;-58.3633761;-34.6032854;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;;3.0;145.0;;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;12;9;9999;12;31;4;0.0
93390;-58.4346224;-34.5901743;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;33.0;33.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;26;2020;5;8;2;3744.941017688023
614443;-58.4070088;-34.6083758;Argentina;Capital Federal;Once;sin_info;3.0;;2.0;103.0;92.0;;USD;Departamento;other;other;other;other;2019;9;11;9999;12;31;3;0.0
237998;-58.4312525568;-34.5991381138;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;63.0;47.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;1;2020;7;16;3;2964.0814193626893
986874;-58.423259405;-34.589645578;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;2.0;1.0;66.0;62.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;1;2019;8;14;3;3902.1896178093994
883761;;;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;42.0;38.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;2;2020;4;3;2;3175.9177624488034
576986;-58.4133198;-34.598972;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;42.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;13;2019;8;14;3;3902.1896178093994
464708;-58.4216121;-34.5973304;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;78.0;63.0;;USD;Departamento;other;other;other;other;2019;7;4;2019;7;9;3;0.0
469865;-58.3931840963;-34.5940123485;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;62.0;62.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;9;20;2019;10;12;3;4116.736735495754
244522;-58.419187;-34.61442;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;64.0;58.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;28;2020;1;10;4;3145.2527349928964
293689;-58.450452;-34.569117;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;50.0;44.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;7;25;2020;9;2;3;3252.271557113786
111659;-58.453826;-34.568031;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;10.0;78.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;27;2020;1;31;4;3999.4417464053645
454279;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;2;17;2020;3;31;1;0.0
368274;-58.4014712986;-34.5899051842;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;90.0;82.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;31;2020;4;3;1;3834.6405277128156
853723;;;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;45.0;42.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;17;2020;3;17;1;3287.4493983760863
473476;-58.4513262147;-34.6059054212;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;49.0;49.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;7;6;2019;7;9;3;3395.6591326763664
64529;-58.4327709;-34.6032193;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;73.0;68.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;6;2020;5;20;2;3175.9177624488034
558385;-58.4517894;-34.6043868;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;9;2020;5;20;2;3245.6235781903574
950362;-58.470428;-34.570141;Argentina;Capital Federal;Belgrano;sin_info;2.0;2.0;1.0;;;;USD;PH;Norte;Comuna 13;other;other;2020;4;23;9999;12;31;2;3900.3552203916724
71493;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2019;12;17;2020;7;24;4;0.0
525199;-58.4406533796;-34.5961944091;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;7;9;2020;7;25;3;2984.278178294091
633183;-58.4102798;-34.620095;Argentina;Capital Federal;Balvanera;sin_info;2.0;;1.0;46.0;43.0;;USD;Departamento;Este;Comuna 3;other;other;2019;7;13;2019;7;23;3;2861.1885614865614
581541;-58.468244;-34.540686;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;81.0;77.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;2;15;2020;8;5;1;0.0
568695;-58.392856;-34.600049;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;;;;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;6;3;2020;9;3;2;3923.8013271736745
631149;-58.36056137;-34.63512421;Argentina;Capital Federal;Boca;sin_info;2.0;;1.0;71.0;63.0;;USD;Departamento;other;other;other;other;2020;2;14;2020;9;23;1;0.0
676463;-58.4809644;-34.621755;Argentina;Capital Federal;Villa Santa Rita;sin_info;3.0;;1.0;57.0;57.0;;USD;PH;Oeste;Comuna 11;other;other;2019;12;20;2020;1;9;4;0.0
212983;-58.4544363;-34.5859985;Argentina;Capital Federal;Chacarita;sin_info;2.0;1.0;1.0;34.0;34.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;17;2019;11;23;4;0.0
758187;-58.4085746;-34.6266046;Argentina;Capital Federal;San Cristobal;sin_info;3.0;2.0;1.0;60.0;55.0;;USD;Departamento;Este;Comuna 3;other;other;2020;2;7;2020;5;5;1;0.0
693517;-58.3791376;-34.6057154;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;135.0;65.0;;USD;Departamento;other;other;other;other;2019;10;12;2019;12;23;4;0.0
202304;-58.467205;-34.607052;Argentina;Capital Federal;Villa General Mitre;sin_info;2.0;1.0;2.0;54.0;52.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;7;10;2020;7;25;3;0.0
450358;-58.3793533;-34.6140349;Argentina;Capital Federal;Monserrat;sin_info;2.0;1.0;1.0;52.0;48.0;;USD;Departamento;Este;Comuna 1;other;other;2020;1;21;9999;12;31;1;0.0
293402;-58.43270111;-34.59712601;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;;3.0;117.0;110.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;7;25;9999;12;31;3;2984.278178294091
854020;-58.4462323;-34.6338766;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;61.0;;;USD;Departamento;Centro;Comuna 7;other;other;2020;1;17;2020;5;18;1;0.0
879129;-58.414576;-34.599832;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;41.0;41.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;13;2020;1;21;4;3145.2527349928964
66149;-58.398307;-34.592694;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;100.0;100.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;7;8;2019;9;14;3;4116.736735495754
751885;;;Argentina;Capital Federal;sin_info;sin_info;2.0;;1.0;;34.0;;USD;Departamento;other;other;other;other;2019;11;21;9999;12;31;4;0.0
659565;-58.4442897;-34.5947209;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;72.0;72.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;24;2020;2;13;1;3153.2079320597763
542708;-58.4207077697;-34.605975987;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;70.0;67.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;15;2020;5;20;2;3175.9177624488034
652370;-58.4661306;-34.547883;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;40.0;40.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;11;12;2019;11;23;4;0.0
964009;-58.373526;-34.611522;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;1.0;106.0;72.0;;USD;Departamento;Este;Comuna 1;other;other;2019;9;12;2019;9;13;3;0.0
152641;-58.51723099;-34.64215469;Argentina;Capital Federal;Liniers;sin_info;2.0;;1.0;58.0;50.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;8;28;2020;9;5;3;2696.01167389184
577816;-58.4571411259;-34.5532661156;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;2.0;75.0;68.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;8;13;2019;8;14;3;0.0
528;-58.5050689;-34.6482052;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;2.0;80.0;71.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;7;7;2019;7;10;3;2877.3577098145433
957776;-58.4655406;-34.5568441;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;30;2020;6;25;2;3900.3552203916724
945218;-58.4950765;-34.6140855;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Oeste;Comuna 11;other;other;2020;3;13;9999;12;31;1;2872.5376351303466
693231;-57.953079;-34.9066268;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;2.0;112.0;90.0;;USD;PH;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;10;12;2019;11;15;4;0.0
210248;-58.4439643;-34.6223558;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;27;9999;12;31;1;3287.4493983760863
116017;-58.4262653;-34.5973922;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;67.0;56.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;6;8;9999;12;31;2;3175.9177624488034
309768;-58.42061234;-34.5749855;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;81.0;73.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;26;9999;12;31;3;3575.1415891207776
301097;-58.4133566893;-34.587569939;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;14;2020;8;12;3;3575.1415891207776
659510;-58.5067643;-34.6394238;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Oeste;Comuna 10;other;other;2020;1;24;9999;12;31;1;2721.828968903437
728078;-58.403587;-34.595531;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2020;4;21;9999;12;31;2;0.0
349219;-57.97380447;-34.92702866;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;;1.0;;40.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;26;2020;3;6;4;0.0
987022;-58.4427059;-34.5622409;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;4.0;157.0;144.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;1;2019;8;14;3;3936.86728916333
673842;-58.3589;-34.638607;Argentina;Capital Federal;Boca;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;other;other;other;other;2019;8;25;2019;9;14;3;0.0
534739;-58.4747311;-34.6108113;Argentina;Capital Federal;Paternal;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2020;4;24;9999;12;31;2;0.0
578600;-58.4310140331;-34.603692348;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;2.0;74.0;68.0;;USD;Departamento;other;other;other;other;2019;8;13;2019;8;14;3;0.0
576966;-58.4207279;-34.5897665;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;62.0;46.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;13;2019;8;14;3;3902.1896178093994
37309;-58.472287;-34.566952;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;59.0;53.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;12;1;2020;1;1;4;3999.4417464053645
337966;-58.4522682132;-34.6025612101;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;PH;Centro;Comuna 15;other;other;2020;4;11;2020;4;16;2;3051.8708736518493
693112;-58.4384503;-34.5859904;Argentina;Capital Federal;Palermo;Palermo Hollywood;3.0;2.0;1.0;69.0;59.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2019;10;12;2019;10;16;4;3873.022431225748
110204;-58.4414304;-34.5644966;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;52.0;49.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;22;2020;5;5;1;3834.6405277128156
293561;-58.378341;-34.597211;Argentina;Capital Federal;Retiro;sin_info;2.0;1.0;1.0;25.0;25.0;;USD;Departamento;Este;Comuna 1;other;other;2020;7;25;2020;9;13;3;0.0
850132;-58.4624576;-34.5838933;Argentina;Capital Federal;Villa Ortuzar;sin_info;3.0;2.0;2.0;113.0;59.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;3;2020;5;30;1;0.0
476259;-58.450186;-34.628222;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;6;4;9999;12;31;2;3245.6235781903574
985074;-58.4226390036;-34.6156201897;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;74.0;56.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;1;2019;8;13;3;3123.5529113949997
693469;-58.3851306;-34.597203;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;62.0;62.0;;USD;Departamento;other;other;other;other;2019;10;12;2019;12;23;4;0.0
406575;-58.3942158;-34.6081775;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;76.0;76.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;18;2020;8;13;3;2964.0814193626893
65950;-58.440738;-34.595726;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;34.0;28.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;7;8;2019;8;17;3;3231.277016852641
353232;-58.4723123729;-34.5798985157;Argentina;Capital Federal;Parque Chas;sin_info;2.0;1.0;1.0;45.0;45.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;14;2020;1;28;1;0.0
138206;-58.4449218;-34.5578241;Argentina;Capital Federal;Agronomía;sin_info;2.0;;;;39.0;;USD;PH;Centro;Comuna 15;other;other;2019;7;15;2019;7;16;3;0.0
38984;-58.393062;-34.6171752;Argentina;Capital Federal;San Cristobal;sin_info;3.0;;1.0;70.0;70.0;;USD;Departamento;Este;Comuna 3;other;other;2019;12;21;2020;5;5;4;0.0
452357;-58.4686284;-34.6144803;Argentina;Capital Federal;Villa General Mitre;sin_info;2.0;1.0;1.0;41.0;41.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;8;31;9999;12;31;3;0.0
521878;-58.495885;-34.61242;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;53.0;53.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;8;5;2019;12;3;3;0.0
507301;-58.4122511;-34.6063239;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;40.0;40.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;11;2020;5;5;1;3128.8662553727586
548111;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2019;11;14;9999;12;31;4;0.0
144374;-58.4988874;-34.5513835;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;2.0;74.0;71.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;7;27;2020;8;4;3;0.0
525300;-58.4132648;-34.612754;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;;;;USD;PH;Norte;Comuna 14;other;other;2020;7;9;2020;7;17;3;3575.1415891207776
975469;;;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;47.0;43.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;3;12;2020;3;15;1;3894.8593746406755
428158;-58.4371223;-34.6123294;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;25;2020;1;25;1;3287.4493983760863
148647;-58.4712533;-34.6655312;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;;1.0;59.0;59.0;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2019;8;14;9999;12;31;3;0.0
331624;-58.477306;-34.584122;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;13;9999;12;31;2;3353.0802504285743
284692;-58.4262106;-34.5833065;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;2.0;2.0;69.0;62.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;5;2020;5;20;2;3744.941017688023
831850;-58.4125999457;-34.6126868313;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;63.0;60.0;;USD;Departamento;Este;Comuna 3;other;other;2020;2;13;2020;2;13;1;2730.644274398216
4456;-58.4652388;-34.5657173;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;;39.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;1;2019;12;30;4;3999.4417464053645
257219;-58.430537;-34.599575;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;51.0;49.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;17;2020;1;20;3;3231.277016852641
356985;;;Argentina;Capital Federal;Las Cañitas;sin_info;3.0;2.0;1.0;71.0;59.0;;USD;Departamento;other;other;Las Cañitas;other;2019;11;6;2019;12;23;4;0.0
107159;-58.48431396;-34.57727432;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;;3.0;106.0;101.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;10;2020;7;28;2;3353.0802504285743
309765;-58.4121976;-34.5991237;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;64.0;60.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;26;2020;7;29;3;3575.1415891207776
438381;-58.4502217279;-34.5655017784;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;50.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;16;2019;12;23;4;3999.4417464053645
227917;-58.4766348;-34.6143919;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;57.0;52.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;5;28;2020;6;15;2;2851.4062286451126
877668;-58.4542102;-34.6285815;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 7;other;other;2019;11;13;2020;5;14;4;0.0
287436;-58.5135959;-34.6645874;Argentina;Capital Federal;Mataderos;sin_info;3.0;1.0;1.0;111.0;49.0;;USD;PH;Oeste;Comuna 9;other;other;2020;6;23;2020;6;25;2;2669.662921348314
752952;-58.4219864;-34.6018532;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;21;2020;2;1;4;3145.2527349928964
874496;-58.3725058;-34.6009152;Argentina;Capital Federal;San Nicolás;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;other;other;other;other;2020;2;8;2020;5;5;1;2958.237659595858
252918;-58.4614632614;-34.564502798;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;2.0;65.0;54.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;7;12;2019;7;15;3;3936.86728916333
849682;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;2;3;9999;12;31;1;0.0
31076;-58.4298855;-34.606022;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;2.0;96.0;89.0;;USD;Departamento;other;other;other;other;2020;5;24;2020;6;1;2;0.0
801989;-57.9825932;-34.9203916;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;40.0;34.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;2;12;9999;12;31;1;0.0
987223;-58.4545003;-34.6287314;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;104.0;73.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;1;2019;8;14;3;3395.6591326763664
147171;-58.4300380813;-34.5982192139;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;66.0;58.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;17;2019;12;2;4;3145.2527349928964
340007;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2019;11;20;2019;12;16;4;0.0
942717;-58.408966;-34.598145;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;60.0;55.0;;USD;Departamento;other;other;other;other;2020;3;13;2020;4;19;1;0.0
471474;-58.466634;-34.602897;Argentina;Capital Federal;Paternal;sin_info;2.0;1.0;1.0;60.0;45.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;3;2020;8;19;2;0.0
161565;-58.3785671135;-34.6239110425;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 1;other;other;2020;5;7;2020;5;23;2;0.0
132954;-58.4491891;-34.5979588;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;6;29;2020;6;30;2;3051.8708736518493
640789;-58.4903268;-34.5797411;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;2.0;58.0;38.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;21;2020;2;22;1;3326.1046335961973
692992;-58.4252948987;-34.6024282849;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;12;2019;10;18;4;3145.2527349928964
2140;-58.3723168799;-34.6136767282;Argentina;Capital Federal;San Telmo;sin_info;3.0;;1.0;53.0;53.0;;USD;Departamento;Este;Comuna 1;other;other;2019;8;26;9999;12;31;3;0.0
308564;-58.4444662;-34.6179142;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;61.0;56.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;2;2020;3;14;1;3287.4493983760863
738736;-58.4245852;-34.5820356;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;18;2020;8;12;1;3834.6405277128156
746838;-58.439805;-34.587791;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;55.0;55.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;1;2019;11;4;4;3873.022431225748
984705;-58.4240401;-34.6203481;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;42.0;40.0;;USD;PH;Centro;Comuna 5;other;other;2019;8;1;2019;8;14;3;3123.5529113949997
625892;-58.4571569;-34.5660144;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;57.0;57.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;31;2020;6;5;4;3999.4417464053645
212557;-58.4209936;-34.6114447;Argentina;Capital Federal;Almagro;sin_info;3.0;;;71.0;66.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;17;9999;12;31;4;3145.2527349928964
499971;-58.417804;-34.595752;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;44.0;42.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;7;24;2019;8;17;3;3902.1896178093994
631274;-58.457385;-34.554222;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;14;2020;2;14;1;3894.8593746406755
90923;-58.5137668;-34.6263918;Argentina;Capital Federal;Monte Castro;sin_info;2.0;1.0;;;;;USD;Departamento;Oeste;Comuna 10;other;other;2020;4;26;9999;12;31;2;2677.1635351887585
807615;-58.438606918;-34.5847684467;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;79.0;79.0;;USD;PH;Norte;Comuna 14;other;other;2020;3;17;2020;4;1;1;3834.6405277128156
76926;-58.507339;-34.590882;Argentina;Capital Federal;Villa Devoto;sin_info;2.0;;2.0;;;;USD;Departamento;Oeste;Comuna 11;other;other;2020;6;17;9999;12;31;2;3055.437696701247
378356;-58.4298855;-34.606022;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;96.0;89.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;27;2020;1;11;4;3145.2527349928964
24997;-58.4116909;-34.6042039;Argentina;Capital Federal;Abasto;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;5;27;9999;12;31;2;0.0
445411;;;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;39.0;36.0;;USD;Departamento;Este;Comuna 3;other;other;2020;4;1;9999;12;31;2;0.0
542921;-58.3976858339;-34.6021522652;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;2.0;86.0;86.0;;USD;Departamento;Este;Comuna 3;other;other;2020;5;15;9999;12;31;2;0.0
882530;-58.4086787;-34.5902302;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;38.0;38.0;;USD;Departamento;other;other;other;other;2020;4;2;2020;8;14;2;0.0
547516;-58.5259702;-34.6481457;Argentina;Capital Federal;Liniers;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Oeste;Comuna 9;other;other;2019;11;14;2020;1;24;4;2705.6073297170537
127069;-58.427208;-34.604041;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;41.0;38.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;7;2020;8;24;3;2964.0814193626893
295360;-58.486214;-34.600613;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;1.0;44.0;38.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;2;6;2020;4;29;1;2872.5376351303466
379879;-58.465208;-34.61532;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;7;5;2020;9;2;3;2844.2406760059926
50652;-58.362674;-34.6095577;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;;2.0;100.0;100.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;9;9;2019;11;25;3;0.0
247401;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;3;2020;8;3;1;0.0
255371;-60.6687074;-32.9481887;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2019;12;19;9999;12;31;4;0.0
172190;-58.4029251;-34.6215914;Argentina;Capital Federal;San Cristobal;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Este;Comuna 3;other;other;2020;5;12;2020;6;24;2;0.0
