id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day
631735;-58.4742484;-34.5834829;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;14;9999;12;31
261042;-58.4206433;-34.6259415;Argentina;Capital Federal;Boedo;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;24;9999;12;31
129900;-58.4086468182;-34.5972694426;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;46.0;46.0;;USD;PH;other;other;other;other;2020;4;20;2020;5;5
321290;-58.4082994;-34.5996174;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;47.0;44.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;27;9999;12;31
131332;-58.500511;-34.616487;Argentina;Capital Federal;Monte Castro;sin_info;3.0;2.0;1.0;66.0;62.0;;USD;Departamento;Oeste;Comuna 10;other;other;2019;8;19;2019;9;13
81696;-58.4023851;-34.592272;Argentina;Capital Federal;Recoleta;sin_info;2.0;;1.0;70.0;50.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;8;16;2019;8;23
10448;-58.4036607;-34.5943522;Argentina;Capital Federal;Recoleta;sin_info;2.0;;1.0;48.0;45.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;10;3;2019;10;5
742932;-58.472452;-34.5594356;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;68.0;61.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;6;30;2020;9;21
497408;-58.432087;-34.602838;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;95.0;67.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;12;9999;12;31
471150;-58.5135285;-34.6023194;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;;2.0;100.0;90.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;9;20;2020;6;5
536453;-58.4337832025;-34.6026569175;Argentina;Capital Federal;Parque Centenario;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;other;other;other;other;2020;4;24;2020;5;8
406654;-58.4493062;-34.5900555;Argentina;Capital Federal;Chacarita;sin_info;3.0;2.0;2.0;92.0;64.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;7;18;2020;8;13
168316;-58.441089;-34.60226;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;72.0;56.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;19;2020;1;21
412538;-58.4977784;-34.6215684;Argentina;Capital Federal;Floresta;sin_info;3.0;;1.0;69.0;;;USD;Departamento;Oeste;Comuna 10;other;other;2019;9;24;9999;12;31
410779;-58.4205653;-34.5997775;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;13;2019;12;21
757994;-58.431863;-34.571179;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;82.0;70.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;2;7;9999;12;31
395211;-60.6615837;-32.9384198;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;7;9999;12;31
234209;-58.4332771385;-34.6029634667;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;90.0;90.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;16;2020;5;20
103366;-58.4330045302;-34.5732412988;Argentina;Capital Federal;Palermo;sin_info;2.0;;1.0;42.0;35.0;;USD;PH;Norte;Comuna 14;other;other;2019;11;23;2020;3;11
856790;-58.485281;-34.570588;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;89.0;69.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;9;18;2019;12;20
386796;-58.4625822;-34.5439728;Argentina;Capital Federal;Nuñez;sin_info;2.0;;1.0;47.0;42.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;12;16;2020;1;25
422278;-58.4117511;-34.5968761;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;37.0;34.0;;USD;Departamento;other;other;other;other;2020;1;28;2020;2;17
178191;-58.4164343423;-34.5974829428;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;8;2020;5;20
209681;-58.458205;-34.624243;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;49.0;49.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;1;27;2020;2;7
178524;-58.4207279;-34.5897665;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;70.0;61.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;8;2020;5;20
590306;-58.472744;-34.5822353;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;60.0;48.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;3;10;9999;12;31
850115;-58.4010691;-34.5921207;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;;59.0;;USD;Departamento;other;other;other;other;2020;2;3;9999;12;31
850082;-58.387506;-34.610217;Argentina;Capital Federal;Monserrat;sin_info;3.0;2.0;1.0;89.0;86.0;;USD;Departamento;Este;Comuna 1;other;other;2020;2;3;2020;9;2
478284;;;Argentina;Capital Federal;Las Cañitas;sin_info;2.0;1.0;;;;;USD;Departamento;other;other;Las Cañitas;other;2020;5;18;2020;5;30
64395;-58.3797164;-34.5977893;Argentina;Capital Federal;Retiro;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;PH;Este;Comuna 1;other;other;2020;5;6;2020;8;3
178157;-58.4579632;-34.5514813;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;51.0;42.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;5;8;2020;8;6
616562;-58.3611147;-34.612784;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;2.0;2.0;113.0;109.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;9;11;2019;10;8
71613;-58.493308;-34.602348;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;1.0;32.0;32.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;12;17;2020;3;25
693543;-58.4360603586;-34.5968419398;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;53.0;50.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;12;2019;10;16
250345;;;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;31.0;31.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;16;2020;1;28
789119;-58.4131384;-34.5803552;Argentina;Capital Federal;Palermo;Palermo Chico;2.0;1.0;2.0;75.0;75.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2020;3;20;2020;4;3
450504;-58.3939364757;-34.6094499286;Argentina;Capital Federal;Congreso;sin_info;3.0;2.0;1.0;66.0;66.0;;USD;Departamento;other;other;other;other;2020;1;21;9999;12;31
217172;-57.955232;-34.925938;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;5;4;9999;12;31
250461;-58.3841001;-34.5944615;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;16;2020;2;13
987527;-58.4872569;-34.5773955;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;64.0;56.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;8;1;2019;8;14
638020;-58.4212675;-34.5943053;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;2;21;2020;2;22
313300;-58.4271276224;-34.5983967435;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;40.0;32.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;27;2019;9;4
353278;-58.4427612;-34.5944776;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;63.0;60.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;14;2020;1;28
578407;-58.3727555;-34.6007007;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;2.0;92.0;92.0;;USD;Departamento;other;other;other;other;2019;8;13;2019;8;14
212897;-58.4237712;-34.590031;Argentina;Capital Federal;Palermo;Palermo Soho;2.0;1.0;1.0;52.0;48.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;17;2019;10;31
519589;-58.4045452;-34.5848145;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;84.0;67.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;12;14;2019;12;23
352856;-58.4317502707;-34.5964570035;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;74.0;70.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;14;2020;2;11
98617;-58.463017;-34.551629;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;94.0;70.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;12;25;2020;3;15
673911;-58.4321916;-34.6038812;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;79.0;64.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;25;2019;9;4
62387;-58.4121409;-34.5883634;Argentina;Capital Federal;Palermo;sin_info;2.0;;1.0;58.0;56.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;2;9999;12;31
500436;-58.407126;-34.588342;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;90.0;60.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;7;24;2019;9;14
797559;-58.463668;-34.546449;Argentina;Capital Federal;Nuñez;sin_info;2.0;;1.0;;;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;2;12;2020;7;28
184833;-58.443084;-34.59445;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;71.0;61.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;19;2019;11;17
419015;-58.473386;-34.683862;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;2.0;1.0;59.0;53.0;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2020;7;15;2020;9;2
566904;-57.9402754;-34.9116879;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;12;5;2020;3;18
660176;;;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;52.0;48.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;24;2020;2;13
652853;-58.4390176;-34.5986466;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2019;11;12;2020;5;14
625614;;;Argentina;Capital Federal;sin_info;sin_info;2.0;;1.0;;43.0;;USD;Departamento;other;other;other;other;2019;10;31;9999;12;31
692601;-58.4783257047;-34.5652524137;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;1.0;1.0;80.0;80.0;;USD;PH;Norte;Comuna 12;other;other;2019;10;12;2019;11;1
849935;-58.4880969;-34.5593663;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;;57.0;;USD;PH;Norte;Comuna 12;other;other;2020;2;3;9999;12;31
363435;-58.501555;-34.642629;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;59.0;53.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;2;9;2020;6;27
418448;-58.469947;-34.547171;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;60.0;48.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;7;15;2020;9;2
536577;-58.5096016;-34.6547858;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;4;24;2020;8;6
377882;-58.4421781;-34.5945508;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;;1.0;36.0;36.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;12;27;2020;1;10
349842;-58.429701;-34.5730155;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;3.0;172.0;160.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;26;2019;12;23
35924;-58.4900220712;-34.623463396;Argentina;Capital Federal;Floresta;sin_info;2.0;1.0;1.0;46.0;43.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;6;22;2020;6;27
349550;-58.4233768;-34.5896963;Argentina;Capital Federal;Palermo;Palermo Soho;2.0;1.0;1.0;39.0;39.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;26;2019;12;23
578524;-58.472744;-34.5822353;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;73.0;65.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;8;13;2020;1;17
652638;-58.4116903;-34.6018344;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Este;Comuna 3;other;other;2019;11;12;2020;5;15
331621;-58.485599;-34.567381;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;46.0;43.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;13;2020;5;20
238570;-58.4109486;-34.5872689;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;2.0;66.0;66.0;;USD;Departamento;other;other;other;other;2020;7;1;2020;8;14
478268;-58.459977842;-34.606995651;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;46.0;42.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;18;2020;5;20
631714;-58.4006113;-34.5932386;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;;;;;USD;Departamento;other;other;other;other;2020;2;14;9999;12;31
521403;-58.424296;-34.577448;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;60.0;46.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;5;2019;8;17
753226;-58.435292;-34.6032;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;2.0;60.0;55.0;;USD;Departamento;other;other;other;other;2019;11;21;2019;12;5
71554;;;Argentina;Capital Federal;Abasto;sin_info;2.0;1.0;1.0;49.0;46.0;;USD;Departamento;other;other;other;other;2019;12;17;2020;4;19
332422;-58.439026;-34.640755;Argentina;Capital Federal;Parque Chacabuco;sin_info;3.0;2.0;;;;;USD;Departamento;Centro;Comuna 7;other;other;2020;5;13;2020;6;22
284711;-57.9969333975;-34.9281456762;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;2.0;80.0;80.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;5;5;9999;12;31
1436;-58.4533177535;-34.6509477997;Argentina;Capital Federal;Balvanera;sin_info;2.0;;1.0;37.0;34.0;;USD;Departamento;Este;Comuna 3;other;other;2020;6;21;2020;6;27
542767;-58.4260732;-34.5914328;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;15;2020;6;22
699548;-57.9626214162;-34.9476965123;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;2.0;70.0;70.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;6;24;2020;6;25
272895;-58.4390176;-34.5986466;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;4.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;14;9999;12;31
659330;-58.4369555;-34.5537167;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;67.0;67.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;24;2020;2;13
250562;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;16;9999;12;31
879426;-58.3940953;-34.6181503;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;;;;;USD;Departamento;Este;Comuna 3;other;other;2019;11;13;2020;5;14
891628;-58.3784095;-34.5967642;Argentina;Capital Federal;Retiro;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 1;other;other;2020;3;21;2020;3;21
507356;;;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;56.0;56.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;11;2020;2;13
877968;-57.9444608981;-34.919848981;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;13;2020;3;18
212885;-58.4280128;-34.6032772;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;33.0;33.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;17;2019;10;27
230090;-57.9674645396;-34.9102395823;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;6;18;9999;12;31
817014;-57.9590037;-34.9182567;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;2.0;;60.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;2;18;9999;12;31
255077;-58.470546;-34.557578;Argentina;Capital Federal;Coghlan;sin_info;2.0;1.0;1.0;61.0;50.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;12;19;9999;12;31
849880;-58.4881269;-34.599375;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;1.0;;45.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;2;3;9999;12;31
673304;-57.93645;-34.942772;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;47.0;47.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;8;25;2019;9;14
284369;-58.4666636826;-34.6036240733;Argentina;Capital Federal;Paternal;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;5;2020;5;20
188542;-58.4132648;-34.612754;Argentina;Capital Federal;San Cristobal;sin_info;3.0;2.0;2.0;;;;USD;PH;Este;Comuna 3;other;other;2020;6;20;2020;7;4
440047;-58.45671;-34.557873;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;28.0;28.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;27;2020;1;21
856572;-58.492025;-34.565833;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;47.0;41.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;9;18;2019;11;4
700755;-58.40906525;-34.60503769;Argentina;Capital Federal;Abasto;sin_info;2.0;;1.0;78.0;54.0;;USD;Departamento;other;other;other;other;2020;6;24;9999;12;31
737911;-57.9474713;-34.9114542;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;0.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;18;2020;5;29
418977;-58.3922386;-34.5897264;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;;46.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;7;15;9999;12;31
519548;-58.460097;-34.626004;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;53.0;54.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;12;14;2020;1;8
293781;-58.3796796181;-34.600544671;Argentina;Capital Federal;Centro / Microcentro;sin_info;2.0;1.0;1.0;35.0;35.0;;USD;Departamento;other;other;other;other;2020;7;25;2020;7;29
213139;-58.4158886934;-34.5847947351;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;66.0;66.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;17;2019;11;1
492083;-58.423171;-34.6255009;Argentina;Capital Federal;Boedo;sin_info;2.0;;1.0;;37.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;15;2020;5;20
488402;-58.42908096;-34.60721588;Argentina;Capital Federal;Parque Centenario;sin_info;2.0;;1.0;58.0;54.0;;USD;Departamento;other;other;other;other;2019;11;30;2020;3;2
332082;-58.4105356;-34.5866488;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;71.0;63.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;13;2020;6;1
460847;-58.4330614828;-34.6009881129;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;70.0;70.0;;USD;PH;Centro;Comuna 5;other;other;2020;4;13;2020;4;16
652419;-58.4232882;-34.5824698;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;99.0;90.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;12;2019;11;27
155997;-58.4639705;-34.5419753;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;2.0;53.0;44.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;12;3;2019;12;23
633715;-58.4431194061;-34.6093076981;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;33.0;33.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;7;13;2019;7;15
142191;-58.4614632614;-34.564502798;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;2.0;65.0;54.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;9;1;2019;9;4
207861;-58.45215;-34.6299716;Argentina;Capital Federal;Caballito;sin_info;2.0;;1.0;42.0;40.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;10;25;9999;12;31
660178;;;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;3.0;100.0;100.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;24;2020;2;13
255447;-58.3877309;-34.603019;Argentina;Capital Federal;Tribunales;sin_info;3.0;2.0;1.0;48.0;48.0;;USD;Departamento;other;other;other;other;2019;12;19;9999;12;31
422469;-58.3959293;-34.5988055;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;28;9999;12;31
174592;-58.4641579;-34.5490013;Argentina;Capital Federal;Tribunales;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;6;11;2020;7;6
352619;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;;;;;USD;Departamento;other;other;other;other;2020;1;14;9999;12;31
801273;-58.4505567;-34.5879236;Argentina;Capital Federal;Chacarita;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;12;9999;12;31
659569;-58.37074;-34.60721;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;48.0;45.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;24;2020;2;11
633962;-57.9397649961;-34.9157329481;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;1.0;56.0;51.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;7;13;2020;3;18
176028;-58.4002472;-34.5796724;Argentina;Capital Federal;Palermo;Palermo Chico;3.0;2.0;1.0;70.0;70.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2020;6;11;2020;6;15
550612;-58.4608529;-34.6076382;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;50.0;50.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;10;9;2020;1;6
128749;-58.3955552;-34.5934918;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;;1.0;72.0;70.0;;USD;Departamento;other;other;other;other;2019;7;17;2019;8;7
368247;-58.467007;-34.607169;Argentina;Capital Federal;Villa General Mitre;sin_info;2.0;1.0;2.0;52.0;52.0;;USD;PH;Oeste;Comuna 11;other;other;2020;3;31;2020;4;3
678834;-58.47653;-34.553662;Argentina;Capital Federal;Saavedra;sin_info;2.0;1.0;1.0;96.0;44.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;5;2020;8;24
301193;-58.41399;-34.59625;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;55.0;51.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;7;14;2020;8;13
915929;-58.4133256018;-34.5990735481;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;44.0;41.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;5;2020;4;16
996728;;;Argentina;Capital Federal;Belgrano;sin_info;3.0;;1.0;70.0;70.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;9;9999;12;31
801155;-60.6396544;-32.9633872;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;2;12;9999;12;31
428161;-58.4400186;-34.6077996;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;44.0;39.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;25;2020;2;12
148393;-58.438002;-34.607719;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;;;34.0;30.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;14;2019;10;8
987603;-58.4926026;-34.5985842;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;2.0;67.0;63.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;8;1;2019;8;14
468060;-58.4401094503;-34.5657450618;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;41.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;13;9999;12;31
831146;-58.416315;-34.629587;Argentina;Capital Federal;Boedo;sin_info;2.0;1.0;1.0;33.0;33.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;2;13;2020;4;1
279757;-58.4029247813;-34.6043282106;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;81.0;75.0;;USD;Departamento;other;other;other;other;2019;8;20;2019;9;2
107480;-58.4209799;-34.6023166;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;10;2020;5;12
952529;-58.50264;-34.617672;Argentina;Capital Federal;Monte Castro;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Oeste;Comuna 10;other;other;2020;4;23;2020;9;24
34741;-58.395094;-34.5909585;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;3.0;134.0;129.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;6;7;2020;6;15
431333;-58.4070302813;-34.5885478321;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;47.0;40.0;;USD;Departamento;other;other;other;other;2019;10;24;2019;11;12
887564;-58.4072652;-34.6059477;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 3;other;other;2020;3;21;2020;7;1
418447;-58.469947;-34.547171;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;60.0;48.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;7;15;2020;9;2
877724;-58.4199356;-34.6066925;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;13;9999;12;31
